question,model,en_model_answer,en_correct_answer,modified_model_answer,modified_correct_answer,gr_model_answer,gr_correct_answer,confidence_score,nlp_score,levenshtein_score,substring_score,sentence_transformers_score,greek_sentence_transformers_score,F1_score,weighted_total_score,is_correct (labeled by human),is_correct (labeled by machine),is_correct (labeled by human)
,bert-large-cased-whole-word-masking-finetuned-squad,June or the beginning of July,In 393 C.E. the Emperor Theodosius banned their conduct,june or the beginning of july,in 393 ce the emperor theodosius banned their conduct,Ιούνιος ή αρχές Ιουλίου,Το 393 μ.Χ. ο αυτοκράτορας Θεοδόσιος απαγόρευσε τη διεξαγωγή τους,0.077341951,0.637,0.245,0.39,0.288,0.226,0.133333333,0.332766667,no,no,no
When did the first Olympic games of antiquity take place?,deepset/roberta-base-squad2,776 BC,In 776 B.C.E.,776 bc,in 776 bce,776 Π.Χ.,το 776 π.Χ.,0.959064782,0.687,0.6,0.75,0.944,0.942,0.4,0.73,yes,yes,yes
,bert-large-uncased-whole-word-masking-finetuned-squad,776 BC,In 776 B.C.E.,776 bc,in 776 bce,776 Π.Χ.,το 776 π.Χ.,0.874787927,0.687,0.6,0.75,0.944,0.942,0.4,0.73,yes,yes,yes
,distilbert-base-cased-distilled-squad,776 BC,In 776 B.C.E.,776 bc,in 776 bce,776 Π.Χ.,το 776 π.Χ.,0.94619149,0.687,0.6,0.75,0.944,0.942,0.4,0.73,yes,yes,yes
,deepset/bert-large-uncased-whole-word-masking-squad2,776 BC,In 776 B.C.E.,776 bc,in 776 bce,776 Π.Χ.,το 776 π.Χ.,0.855924249,0.687,0.6,0.75,0.944,0.942,0.4,0.73,yes,yes,yes
,distilbert-base-uncased-distilled-squad,776 BC,In 776 B.C.E.,776 bc,in 776 bce,776 Π.Χ.,το 776 π.Χ.,0.966708481,0.687,0.6,0.75,0.944,0.942,0.4,0.73,yes,yes,yes
,rsvp-ai/bertserini-bert-base-squad,776 BC,In 776 B.C.E.,776 bc,in 776 bce,776 Π.Χ.,το 776 π.Χ.,0.957608461,0.687,0.6,0.75,0.944,0.942,0.4,0.73,yes,yes,yes
,deepset/minilm-uncased-squad2,776 BC,In 776 B.C.E.,776 bc,in 776 bce,776 Π.Χ.,το 776 π.Χ.,0.917337477,0.687,0.6,0.75,0.944,0.942,0.4,0.73,yes,yes,yes
,dmis-lab/biobert-large-cased-v1.1-squad,776 BC,In 776 B.C.E.,776 bc,in 776 bce,776 Π.Χ.,το 776 π.Χ.,0.93866837,0.687,0.6,0.75,0.944,0.942,0.4,0.73,yes,yes,yes
,deepset/bert-base-cased-squad2,776 BC,In 776 B.C.E.,776 bc,in 776 bce,776 Π.Χ.,το 776 π.Χ.,0.965844512,0.687,0.6,0.75,0.944,0.942,0.4,0.73,yes,yes,yes
,bert-large-cased-whole-word-masking-finetuned-squad,776 BC,In 776 B.C.E.,776 bc,in 776 bce,776 Π.Χ.,το 776 π.Χ.,0.901010334,0.687,0.6,0.75,0.944,0.942,0.4,0.73,yes,yes,yes
How long was the Olympic holiday?,deepset/roberta-base-squad2,five days,five days,five days,five days,πέντε ημέρες,πέντε ημέρες,0.442135334,1,1,1,1,1,1,1,yes,yes,yes
,bert-large-uncased-whole-word-masking-finetuned-squad,a thousand years,five days,a thousand years,five days,χίλια χρόνια,πέντε ημέρες,0.696871996,0.776,0.188,0.16,0.563,0.334,0,0.4152,no,no,no
,distilbert-base-cased-distilled-squad,a thousand years,five days,a thousand years,five days,χίλια χρόνια,πέντε ημέρες,0.828816116,0.776,0.188,0.16,0.563,0.334,0,0.4152,no,no,no
,deepset/bert-large-uncased-whole-word-masking-squad2,a thousand years,five days,a thousand years,five days,χίλια χρόνια,πέντε ημέρες,0.74336791,0.776,0.188,0.16,0.563,0.334,0,0.4152,no,no,no
,distilbert-base-uncased-distilled-squad,five days,five days,five days,five days,πέντε ημέρες,πέντε ημέρες,0.837239146,1,1,1,1,1,1,1,yes,yes,yes
,rsvp-ai/bertserini-bert-base-squad,a thousand years,five days,a thousand years,five days,χίλια χρόνια,πέντε ημέρες,0.686334193,0.776,0.188,0.16,0.563,0.334,0,0.4152,no,no,no
,deepset/minilm-uncased-squad2,a thousand years,five days,a thousand years,five days,χίλια χρόνια,πέντε ημέρες,0.693552613,0.776,0.188,0.16,0.563,0.334,0,0.4152,no,no,no
,dmis-lab/biobert-large-cased-v1.1-squad,five days,five days,five days,five days,πέντε ημέρες,πέντε ημέρες,0.716450751,1,1,1,1,1,1,1,yes,yes,yes
,deepset/bert-base-cased-squad2,a thousand years,five days,a thousand years,five days,χίλια χρόνια,πέντε ημέρες,0.893352091,0.776,0.188,0.16,0.563,0.334,0,0.4152,no,no,no
,bert-large-cased-whole-word-masking-finetuned-squad,five days,five days,five days,five days,πέντε ημέρες,πέντε ημέρες,0.863636196,1,1,1,1,1,1,1,yes,yes,yes
How long were the Olympic ceremonies?,deepset/roberta-base-squad2,a thousand years,They started on the 11th day of the month and lasted until the 15th day,a thousand years,they started on the 11th day of the month and lasted until the 15th day,χίλια χρόνια,’ρχιζαν την 11η ημέρα του μήνα και διαρκούσαν μέχρι τη 15η ημέρα,0.712510467,0.7,0.141,0.23,0.407,0.151,0,0.3399,no,no,no
,bert-large-uncased-whole-word-masking-finetuned-squad,a thousand years,They started on the 11th day of the month and lasted until the 15th day,a thousand years,they started on the 11th day of the month and lasted until the 15th day,χίλια χρόνια,’ρχιζαν την 11η ημέρα του μήνα και διαρκούσαν μέχρι τη 15η ημέρα,0.694866359,0.7,0.141,0.23,0.407,0.151,0,0.3399,no,no,no
,distilbert-base-cased-distilled-squad,a thousand years,They started on the 11th day of the month and lasted until the 15th day,a thousand years,they started on the 11th day of the month and lasted until the 15th day,χίλια χρόνια,’ρχιζαν την 11η ημέρα του μήνα και διαρκούσαν μέχρι τη 15η ημέρα,0.780077875,0.7,0.141,0.23,0.407,0.151,0,0.3399,no,no,no
,deepset/bert-large-uncased-whole-word-masking-squad2,a thousand years,They started on the 11th day of the month and lasted until the 15th day,a thousand years,they started on the 11th day of the month and lasted until the 15th day,χίλια χρόνια,’ρχιζαν την 11η ημέρα του μήνα και διαρκούσαν μέχρι τη 15η ημέρα,0.603030801,0.7,0.141,0.23,0.407,0.151,0,0.3399,no,no,no
,distilbert-base-uncased-distilled-squad,a thousand years,They started on the 11th day of the month and lasted until the 15th day,a thousand years,they started on the 11th day of the month and lasted until the 15th day,χίλια χρόνια,’ρχιζαν την 11η ημέρα του μήνα και διαρκούσαν μέχρι τη 15η ημέρα,0.753452957,0.7,0.141,0.23,0.407,0.151,0,0.3399,no,no,no
,rsvp-ai/bertserini-bert-base-squad,a thousand years,They started on the 11th day of the month and lasted until the 15th day,a thousand years,they started on the 11th day of the month and lasted until the 15th day,χίλια χρόνια,’ρχιζαν την 11η ημέρα του μήνα και διαρκούσαν μέχρι τη 15η ημέρα,0.658522189,0.7,0.141,0.23,0.407,0.151,0,0.3399,no,no,no
,deepset/minilm-uncased-squad2,a thousand years,They started on the 11th day of the month and lasted until the 15th day,a thousand years,they started on the 11th day of the month and lasted until the 15th day,χίλια χρόνια,’ρχιζαν την 11η ημέρα του μήνα και διαρκούσαν μέχρι τη 15η ημέρα,0.605904877,0.7,0.141,0.23,0.407,0.151,0,0.3399,no,no,no
,dmis-lab/biobert-large-cased-v1.1-squad,a thousand years,They started on the 11th day of the month and lasted until the 15th day,a thousand years,they started on the 11th day of the month and lasted until the 15th day,χίλια χρόνια,’ρχιζαν την 11η ημέρα του μήνα και διαρκούσαν μέχρι τη 15η ημέρα,0.638288438,0.7,0.141,0.23,0.407,0.151,0,0.3399,no,no,no
,deepset/bert-base-cased-squad2,a thousand years,They started on the 11th day of the month and lasted until the 15th day,a thousand years,they started on the 11th day of the month and lasted until the 15th day,χίλια χρόνια,’ρχιζαν την 11η ημέρα του μήνα και διαρκούσαν μέχρι τη 15η ημέρα,0.962259889,0.7,0.141,0.23,0.407,0.151,0,0.3399,no,no,no
,bert-large-cased-whole-word-masking-finetuned-squad,a thousand years,They started on the 11th day of the month and lasted until the 15th day,a thousand years,they started on the 11th day of the month and lasted until the 15th day,χίλια χρόνια,’ρχιζαν την 11η ημέρα του μήνα και διαρκούσαν μέχρι τη 15η ημέρα,0.494107783,0.7,0.141,0.23,0.407,0.151,0,0.3399,no,no,no
Who was the first day of the games dedicated to?,deepset/roberta-base-squad2,the gods,In the gods,the gods,in the gods,οι θεοί,Στους θεούς,0.639989495,0.923,0.727,0.842,0.943,0.939,0.8,0.8787,yes,yes,yes
,bert-large-uncased-whole-word-masking-finetuned-squad,the gods,In the gods,the gods,in the gods,οι θεοί,Στους θεούς,0.497109264,0.923,0.727,0.842,0.943,0.939,0.8,0.8787,yes,yes,yes
,distilbert-base-cased-distilled-squad,the gods,In the gods,the gods,in the gods,οι θεοί,Στους θεούς,0.744104922,0.923,0.727,0.842,0.943,0.939,0.8,0.8787,yes,yes,yes
,deepset/bert-large-uncased-whole-word-masking-squad2,the gods,In the gods,the gods,in the gods,οι θεοί,Στους θεούς,0.664771914,0.923,0.727,0.842,0.943,0.939,0.8,0.8787,yes,yes,yes
,distilbert-base-uncased-distilled-squad,the gods,In the gods,the gods,in the gods,οι θεοί,Στους θεούς,0.619652689,0.923,0.727,0.842,0.943,0.939,0.8,0.8787,yes,yes,yes
,rsvp-ai/bertserini-bert-base-squad,ceremonies and sacrifices to the gods,In the gods,ceremonies and sacrifices to the gods,in the gods,τελετές και θυσίες στους θεούς,Στους θεούς,0.536897659,0.825,0.297,0.417,0.75,0.652,0.444444444,0.625288889,partially,partially,partially
,deepset/minilm-uncased-squad2,struggles,In the gods,struggles,in the gods,Αγώνες,Στους θεούς,0.798659444,0.339,0.273,0.1,0.514,0.425,0,0.3107,no,no,no
,dmis-lab/biobert-large-cased-v1.1-squad,the gods,In the gods,the gods,in the gods,οι θεοί,Στους θεούς,0.55777365,0.923,0.727,0.842,0.943,0.939,0.8,0.8787,yes,yes,yes
,deepset/bert-base-cased-squad2,gods,In the gods,gods,in the gods,Θεοί,Στους θεούς,0.40338105,0.732,0.364,0.533,0.943,0.915,0.5,0.7133,yes,yes,yes
,bert-large-cased-whole-word-masking-finetuned-squad,the gods,In the gods,the gods,in the gods,οι θεοί,Στους θεούς,0.761931717,0.923,0.727,0.842,0.943,0.939,0.8,0.8787,yes,yes,yes
What happened on the last day of the Olympic Games?,deepset/roberta-base-squad2,the award of the crowns,The award of the crowns,the award of the crowns,the award of the crowns,απονομή των στεφάνων,Η απονομή των στεφάνων,0.408544868,1,1,1,1,0.986,0.8,0.96,yes,yes,yes
,bert-large-uncased-whole-word-masking-finetuned-squad,award of the crowns,The award of the crowns,award of the crowns,the award of the crowns,απονομή των στεφάνων,Η απονομή των στεφάνων,0.337957799,0.986,0.826,0.905,0.993,0.986,0.888888889,0.945277778,yes,yes,yes
,distilbert-base-cased-distilled-squad,the award of the crowns,The award of the crowns,the award of the crowns,the award of the crowns,απονομή των στεφάνων,Η απονομή των στεφάνων,0.262188494,1,1,1,1,0.986,0.8,0.96,yes,yes,yes
,deepset/bert-large-uncased-whole-word-masking-squad2,award of the crowns,The award of the crowns,award of the crowns,the award of the crowns,απονομή των στεφάνων,Η απονομή των στεφάνων,0.320556968,0.986,0.826,0.905,0.993,0.986,0.888888889,0.945277778,yes,yes,yes
,distilbert-base-uncased-distilled-squad,award of the crowns,The award of the crowns,award of the crowns,the award of the crowns,απονομή των στεφάνων,Η απονομή των στεφάνων,0.252468884,0.986,0.826,0.905,0.993,0.986,0.888888889,0.945277778,yes,yes,yes
,rsvp-ai/bertserini-bert-base-squad,dedicated to ceremonies and sacrifices to the gods,The award of the crowns,dedicated to ceremonies and sacrifices to the gods,the award of the crowns,αφιερωμένη στις τελετές και τις θυσίες στους θεούς,Η απονομή των στεφάνων,0.263567507,0.686,0.24,0.356,0.524,0.227,0.153846154,0.437169231,no,no,no
,deepset/minilm-uncased-squad2,Greek athletes retired and did not take part in the games,The award of the crowns,greek athletes retired and did not take part in the games,the award of the crowns,Οι Έλληνες αθλητές αποσύρθηκαν και δεν έλαβαν μέρος στους αγώνες,Η απονομή των στεφάνων,0.341376126,0.708,0.263,0.325,0.185,0.052,0.125,0.2994,no,no,no
,dmis-lab/biobert-large-cased-v1.1-squad,award of the crowns,The award of the crowns,award of the crowns,the award of the crowns,απονομή των στεφάνων,Η απονομή των στεφάνων,0.525892615,0.986,0.826,0.905,0.993,0.986,0.888888889,0.945277778,yes,yes,yes
,deepset/bert-base-cased-squad2,award of the crowns,The award of the crowns,award of the crowns,the award of the crowns,απονομή των στεφάνων,Η απονομή των στεφάνων,0.196604267,0.986,0.826,0.905,0.993,0.986,0.888888889,0.945277778,yes,yes,yes
,bert-large-cased-whole-word-masking-finetuned-squad,ceremonies and sacrifices to the gods,The award of the crowns,ceremonies and sacrifices to the gods,the award of the crowns,τελετές και θυσίες στους θεούς,Η απονομή των στεφάνων,0.373622835,0.668,0.297,0.433,0.503,0.321,0.181818182,0.444163636,no,no,no
What were the olive branches cut off with?,deepset/roberta-base-squad2,gold scissors,With gold scissors,gold scissors,with gold scissors,χρυσό ψαλίδι,Με χρυσό ψαλίδι,0.887067199,0.938,0.722,0.839,0.968,0.976,0.8,0.8909,yes,yes,yes
,bert-large-uncased-whole-word-masking-finetuned-squad,gold scissors,With gold scissors,gold scissors,with gold scissors,χρυσό ψαλίδι,Με χρυσό ψαλίδι,0.939892888,0.938,0.722,0.839,0.968,0.976,0.8,0.8909,yes,yes,yes
,distilbert-base-cased-distilled-squad,gold scissors,With gold scissors,gold scissors,with gold scissors,χρυσό ψαλίδι,Με χρυσό ψαλίδι,0.962656796,0.938,0.722,0.839,0.968,0.976,0.8,0.8909,yes,yes,yes
,deepset/bert-large-uncased-whole-word-masking-squad2,gold scissors,With gold scissors,gold scissors,with gold scissors,χρυσό ψαλίδι,Με χρυσό ψαλίδι,0.950935364,0.938,0.722,0.839,0.968,0.976,0.8,0.8909,yes,yes,yes
,distilbert-base-uncased-distilled-squad,gold scissors,With gold scissors,gold scissors,with gold scissors,χρυσό ψαλίδι,Με χρυσό ψαλίδι,0.977726042,0.938,0.722,0.839,0.968,0.976,0.8,0.8909,yes,yes,yes
,rsvp-ai/bertserini-bert-base-squad,gold scissors,With gold scissors,gold scissors,with gold scissors,χρυσό ψαλίδι,Με χρυσό ψαλίδι,0.971049428,0.938,0.722,0.839,0.968,0.976,0.8,0.8909,yes,yes,yes
,deepset/minilm-uncased-squad2,gold scissors,With gold scissors,gold scissors,with gold scissors,χρυσό ψαλίδι,Με χρυσό ψαλίδι,0.889234841,0.938,0.722,0.839,0.968,0.976,0.8,0.8909,yes,yes,yes
,dmis-lab/biobert-large-cased-v1.1-squad,gold scissors,With gold scissors,gold scissors,with gold scissors,χρυσό ψαλίδι,Με χρυσό ψαλίδι,0.939150572,0.938,0.722,0.839,0.968,0.976,0.8,0.8909,yes,yes,yes
,deepset/bert-base-cased-squad2,gold scissors,With gold scissors,gold scissors,with gold scissors,χρυσό ψαλίδι,Με χρυσό ψαλίδι,0.9693259,0.938,0.722,0.839,0.968,0.976,0.8,0.8909,yes,yes,yes
,bert-large-cased-whole-word-masking-finetuned-squad,gold scissors,With gold scissors,gold scissors,with gold scissors,χρυσό ψαλίδι,Με χρυσό ψαλίδι,0.965687573,0.938,0.722,0.839,0.968,0.976,0.8,0.8909,yes,yes,yes
What was he saying with the athlete's name in the coroner's award?,deepset/roberta-base-squad2,honorary privilege of expressing the names of the Olympians,The name of his father and home,honorary privilege of expressing the names of the olympians,the name of his father and home,τιμητικό προνόμιο να εκφράζουν τα ονόματα των Ολυμπιονικών,Το όνομα του πατέρα του και της πατρίδας του,0.33258763,0.753,0.254,0.4,0.461,0.449,0.25,0.4504,no,no,no
,bert-large-uncased-whole-word-masking-finetuned-squad,became immortal in all the then Greek cities,The name of his father and home,became immortal in all the then greek cities,the name of his father and home,Έγινε αθάνατος σε όλες τις τότε ελληνικές πόλεις,Το όνομα του πατέρα του και της πατρίδας του,0.168387577,0.79,0.273,0.347,0.31,0.114,0.133333333,0.370666667,no,no,no
